employee_id,age,years_at_company,monthly_salary,performance_score,overtime_hours,training_hours,projects_completed,absenteeism_days,bonus_pct,engagement_score,department,job_level,education,gender,marital_status,attrition_risk,salary_age_ratio,workload_index,loyalty_tier
503,37,26,6093,3,34,78,18,5,9.9,6.2,Operations,Mid,PhD,Female,Single,0,164.68,24.4,Veteran
504,26,17,4431,3,11,49,13,5,2.2,1.8,Risk,Lead,Bachelors,Non-binary,Married,0,170.42,12.2,Veteran
505,56,14,6126,4,8,3,5,2,29.8,4.2,Audit,Senior,Masters,Female,Single,1,109.39,6.2,Veteran
506,33,18,7446,3,3,50,1,5,26.1,4.7,Compliance,Mid,Bachelors,Non-binary,Divorced,0,225.64,1.8,Veteran
507,46,22,6185,5,0,51,18,5,14.0,8.5,Compliance,Mid,Other,Male,Divorced,0,134.46,10.8,Veteran
508,42,23,2500,3,0,38,14,4,20.0,5.6,Audit,Junior,Masters,Female,Divorced,0,59.52,8.4,Veteran
509,57,11,10691,5,6,7,5,4,20.1,7.6,Finance,Senior,Masters,Female,Divorced,0,187.56,5.4,Veteran
510,44,12,11824,2,11,44,6,1,5.8,1.2,Investment Banking,Lead,Bachelors,Non-binary,Divorced,1,268.73,8.0,Veteran
511,37,21,9954,4,6,27,16,0,6.0,5.2,Investment Banking,Junior,Masters,Non-binary,Single,0,269.03,12.0,Veteran
512,60,10,4586,5,14,26,12,1,14.1,9.1,Treasury,Lead,Bachelors,Non-binary,Single,0,76.43,12.8,Established
513,60,4,7395,3,0,64,18,1,27.3,3.0,Audit,Junior,PhD,Male,Married,0,123.25,10.8,Growing
514,35,28,7980,5,3,33,2,4,0.3,1.3,Compliance,Mid,Other,Female,Single,0,228.0,2.4,Veteran
515,52,0,9796,3,2,61,13,1,23.5,4.9,Finance,Junior,Bachelors,Non-binary,Married,0,188.38,8.6,New
516,26,23,10005,5,4,61,17,4,1.7,7.3,Investment Banking,Junior,Other,Non-binary,Divorced,0,384.81,11.8,Veteran
517,56,2,5797,4,0,37,17,3,14.3,5.1,Finance,Junior,Masters,Female,Single,0,103.52,10.2,New
518,44,21,8245,3,24,25,16,1,19.1,5.1,Investment Banking,Senior,Other,Male,Single,0,187.39,19.2,Veteran
519,50,18,9371,3,2,23,18,7,20.6,7.0,Risk,Junior,Other,Female,Divorced,0,187.42,11.6,Veteran
520,32,22,12367,3,20,38,8,2,1.8,3.3,Finance,Mid,Other,Non-binary,Divorced,1,386.47,12.8,Veteran
521,39,28,10113,2,4,20,3,7,12.6,7.8,Operations,Lead,Masters,Female,Divorced,0,259.31,3.4,Veteran
522,33,29,10367,2,33,46,17,3,17.5,2.4,Compliance,Senior,PhD,Non-binary,Married,1,314.15,23.4,Veteran
523,30,6,8251,2,6,47,18,4,2.0,4.6,Operations,Mid,PhD,Non-binary,Married,1,275.03,13.2,Established
524,31,11,12231,3,21,12,6,3,4.1,6.9,Investment Banking,Senior,PhD,Female,Single,0,394.55,12.0,Veteran
525,38,14,9229,4,0,2,8,3,19.9,8.5,Finance,Lead,Bachelors,Female,Divorced,0,242.87,4.8,Veteran
526,59,24,5416,2,11,31,13,2,15.6,8.1,Finance,Lead,Bachelors,Male,Single,0,91.8,12.2,Veteran
527,28,4,12210,2,18,34,8,3,4.9,7.5,Operations,Lead,Masters,Non-binary,Divorced,1,436.07,12.0,Growing
528,34,14,10093,4,1,18,19,3,16.1,4.2,Risk,Senior,PhD,Non-binary,Divorced,0,296.85,11.8,Veteran
529,61,7,6670,3,0,13,6,4,27.4,2.1,Finance,Senior,Other,Non-binary,Divorced,1,109.34,3.6,Established
530,30,9,6561,2,4,47,15,2,0.5,3.0,Operations,Lead,PhD,Non-binary,Divorced,1,218.7,10.6,Established
531,48,25,8889,3,21,67,10,1,19.3,8.8,Operations,Lead,Bachelors,Non-binary,Divorced,0,185.19,14.4,Veteran
532,23,15,9389,5,6,44,17,3,2.2,8.7,Compliance,Mid,Masters,Female,Married,0,408.22,12.6,Veteran
533,26,7,8591,4,5,18,1,5,0.2,9.6,Risk,Lead,PhD,Non-binary,Single,0,330.42,2.6,Established
534,50,0,8933,3,1,63,7,5,4.5,1.7,Treasury,Junior,Bachelors,Female,Divorced,1,178.66,4.6,New
535,58,11,13099,4,0,65,13,1,12.7,5.8,Operations,Senior,Bachelors,Male,Married,0,225.84,7.8,Veteran
536,59,4,11214,4,13,78,3,1,24.1,6.8,Compliance,Mid,Other,Non-binary,Married,0,190.07,7.0,Growing
537,40,2,8571,4,0,65,19,5,8.5,7.4,Treasury,Senior,PhD,Male,Divorced,0,214.28,11.4,New
538,29,0,10823,4,8,74,15,2,18.8,6.8,Compliance,Lead,Other,Female,Divorced,0,373.21,12.2,New
539,22,3,4902,4,19,44,5,9,12.3,7.9,Compliance,Junior,PhD,Female,Married,0,222.82,10.6,Growing
540,43,7,9193,3,1,73,11,1,7.0,4.2,Audit,Lead,Masters,Male,Divorced,1,213.79,7.0,Established
541,38,2,13427,1,8,66,18,5,15.4,2.6,Risk,Senior,PhD,Non-binary,Married,1,353.34,14.0,New
542,28,9,7345,3,0,68,3,7,23.9,2.8,Finance,Mid,Other,Female,Divorced,0,262.32,1.8,Established
543,46,1,5457,5,7,2,6,4,25.0,1.1,Risk,Senior,Other,Female,Married,0,118.63,6.4,New
544,25,10,6043,4,1,37,3,4,25.4,4.2,Treasury,Mid,Bachelors,Female,Divorced,1,241.72,2.2,Established
545,57,24,4731,4,10,76,5,2,10.2,1.8,Audit,Junior,PhD,Female,Married,1,83.0,7.0,Veteran
546,27,9,5645,5,2,41,9,5,23.8,3.9,Risk,Lead,PhD,Female,Single,0,209.07,6.2,Established
547,52,20,6888,3,4,39,19,4,6.4,6.7,Finance,Lead,Masters,Female,Divorced,0,132.46,13.0,Veteran
548,40,13,3783,4,7,49,13,7,22.2,9.1,Risk,Junior,Bachelors,Male,Divorced,0,94.58,10.6,Veteran
549,60,6,8046,4,1,34,6,3,28.5,8.6,Risk,Senior,Other,Non-binary,Married,0,134.1,4.0,Established
550,48,26,10706,5,10,23,11,5,0.4,3.3,Risk,Junior,PhD,Non-binary,Divorced,1,223.04,10.6,Veteran
551,31,26,5276,5,2,16,14,5,13.2,2.2,Operations,Lead,Bachelors,Non-binary,Single,1,170.19,9.2,Veteran
552,47,1,12557,4,8,39,6,2,19.4,2.7,Operations,Mid,Masters,Non-binary,Single,1,267.17,6.8,New
553,40,8,9532,3,1,73,6,4,21.1,9.7,Risk,Lead,Bachelors,Male,Married,0,238.3,4.0,Established
554,60,15,11091,4,9,65,17,2,5.3,5.9,Finance,Senior,PhD,Male,Married,0,184.85,13.8,Veteran
555,24,12,6026,2,1,43,11,4,29.2,2.6,Investment Banking,Mid,PhD,Non-binary,Divorced,1,251.08,7.0,Veteran
556,34,8,10563,4,4,22,15,0,18.5,8.6,Finance,Senior,Masters,Female,Married,0,310.68,10.6,Established
557,49,19,4724,5,2,5,9,3,4.9,4.6,Finance,Lead,Masters,Non-binary,Single,1,96.41,6.2,Veteran
558,41,3,10670,3,11,65,17,5,0.6,9.1,Finance,Lead,Masters,Female,Single,0,260.24,14.6,Growing
559,49,21,8515,4,2,20,7,3,23.5,3.3,Audit,Mid,Other,Female,Divorced,0,173.78,5.0,Veteran
560,29,9,9659,3,17,34,7,2,2.4,4.5,Audit,Senior,Bachelors,Male,Single,1,333.07,11.0,Established
561,60,25,4473,3,17,28,1,2,4.2,5.5,Compliance,Mid,Bachelors,Female,Married,0,74.55,7.4,Veteran
562,22,25,5314,3,1,6,8,5,17.2,9.0,Risk,Mid,Bachelors,Male,Divorced,0,241.55,5.2,Veteran
563,24,21,9791,4,7,52,5,1,18.1,8.8,Investment Banking,Senior,Other,Non-binary,Divorced,0,407.96,5.8,Veteran
564,34,11,5154,5,0,36,19,1,20.6,6.2,Investment Banking,Mid,Bachelors,Male,Divorced,0,151.59,11.4,Veteran
565,49,16,9389,5,3,22,8,3,11.8,3.0,Risk,Junior,Masters,Female,Married,1,191.61,6.0,Veteran
566,46,13,3898,3,9,7,17,4,23.2,4.6,Compliance,Mid,Bachelors,Female,Divorced,0,84.74,13.8,Veteran
567,54,13,10544,5,8,75,19,1,29.2,9.8,Finance,Lead,Other,Female,Divorced,0,195.26,14.6,Veteran
568,59,24,4302,4,7,47,12,7,8.1,6.5,Treasury,Senior,Other,Non-binary,Single,0,72.92,10.0,Veteran
569,27,1,9656,3,2,9,15,1,21.1,8.0,Treasury,Lead,Bachelors,Male,Single,0,357.63,9.8,New
570,53,20,9876,2,3,78,4,2,27.9,5.0,Compliance,Junior,Other,Non-binary,Divorced,0,186.34,3.6,Veteran
571,42,24,5909,3,0,23,12,2,20.6,5.8,Investment Banking,Junior,Other,Male,Married,0,140.69,7.2,Veteran
572,37,19,9746,5,10,46,13,5,20.4,4.9,Treasury,Mid,Bachelors,Non-binary,Married,0,263.41,11.8,Veteran
573,42,10,8781,4,5,52,14,3,6.7,7.3,Operations,Lead,Other,Non-binary,Married,0,209.07,10.4,Established
574,32,15,6383,4,9,38,5,2,16.1,8.7,Risk,Mid,Other,Female,Married,0,199.47,6.6,Veteran
575,58,18,4974,3,2,66,16,4,16.9,5.6,Treasury,Mid,Bachelors,Non-binary,Single,0,85.76,10.4,Veteran
576,57,22,2500,4,3,65,7,2,21.0,5.3,Audit,Lead,Masters,Non-binary,Married,0,43.86,5.4,Veteran
577,56,5,9048,1,3,5,15,2,29.9,4.1,Audit,Junior,Masters,Male,Married,1,161.57,10.2,Growing
578,40,23,3305,3,0,20,13,5,1.0,2.6,Investment Banking,Junior,Other,Non-binary,Divorced,0,82.62,7.8,Veteran
579,41,18,8286,4,3,72,16,2,2.0,9.5,Investment Banking,Junior,PhD,Female,Married,0,202.1,10.8,Veteran
580,39,4,7209,2,13,73,12,4,2.3,3.8,Operations,Senior,PhD,Non-binary,Married,1,184.85,12.4,Growing
581,35,25,10037,4,18,35,7,0,22.3,8.2,Risk,Senior,Bachelors,Male,Married,0,286.77,11.4,Veteran
582,36,3,7093,3,5,2,16,8,4.1,7.4,Operations,Mid,Bachelors,Male,Married,0,197.03,11.6,Growing
583,52,14,7011,4,4,77,13,1,18.7,8.1,Risk,Senior,Masters,Non-binary,Single,0,134.83,9.4,Veteran
584,22,28,10195,3,0,41,3,5,9.7,9.4,Risk,Senior,PhD,Non-binary,Divorced,0,463.41,1.8,Veteran
585,24,3,9005,4,16,44,15,2,13.7,6.6,Investment Banking,Lead,Bachelors,Male,Single,0,375.21,15.4,Growing
586,37,19,8948,2,0,43,3,5,6.5,9.1,Treasury,Mid,PhD,Female,Divorced,0,241.84,1.8,Veteran
587,44,9,9407,1,23,32,7,1,26.0,2.5,Audit,Mid,PhD,Non-binary,Divorced,1,213.8,13.4,Established
588,32,23,3393,5,5,59,18,4,17.6,6.6,Compliance,Lead,Other,Female,Divorced,0,106.03,12.8,Veteran
589,33,21,10270,3,3,69,14,3,28.3,8.0,Treasury,Junior,Other,Female,Divorced,0,311.21,9.6,Veteran
590,31,2,9837,4,20,76,18,3,17.2,3.4,Investment Banking,Lead,PhD,Non-binary,Single,0,317.32,18.8,New
591,53,25,4949,5,0,25,19,2,3.7,7.7,Finance,Junior,Masters,Female,Divorced,0,93.38,11.4,Veteran
592,37,4,7267,3,6,20,14,2,5.1,8.0,Operations,Mid,Bachelors,Male,Married,0,196.41,10.8,Growing
593,29,5,7882,3,6,1,6,2,29.7,8.5,Investment Banking,Mid,Bachelors,Female,Married,0,271.79,6.0,Growing
594,59,20,7596,4,1,46,8,5,21.8,3.8,Finance,Senior,Masters,Male,Divorced,0,128.75,5.2,Veteran
595,33,21,9001,5,4,29,7,4,1.5,7.1,Risk,Senior,Other,Non-binary,Married,0,272.76,5.8,Veteran
596,45,7,12294,5,8,26,18,2,21.1,3.7,Investment Banking,Lead,Other,Female,Married,1,273.2,14.0,Established
597,49,6,11245,4,10,70,18,4,12.4,7.7,Treasury,Senior,Masters,Male,Divorced,0,229.49,14.8,Established
598,29,20,4063,4,0,19,15,6,9.2,5.2,Finance,Mid,Masters,Male,Divorced,0,140.1,9.0,Veteran
599,49,9,9866,2,22,49,19,6,4.6,6.4,Finance,Mid,Other,Non-binary,Divorced,1,201.35,20.2,Established
600,57,5,11986,5,1,22,2,2,25.2,4.7,Audit,Junior,PhD,Female,Single,0,210.28,1.6,Growing
601,47,13,9160,5,2,12,8,1,1.9,2.5,Investment Banking,Senior,Other,Male,Divorced,1,194.89,5.6,Veteran
602,29,3,11272,3,2,3,11,2,8.7,2.6,Finance,Junior,PhD,Male,Divorced,0,388.69,7.4,Growing
603,49,27,14036,3,0,13,18,2,9.2,1.7,Audit,Mid,Bachelors,Non-binary,Single,0,286.45,10.8,Veteran
604,49,24,11071,2,1,19,13,4,4.8,6.6,Audit,Senior,Bachelors,Female,Married,1,225.94,8.2,Veteran
605,58,12,8747,3,34,12,9,2,15.2,8.6,Risk,Junior,PhD,Female,Single,0,150.81,19.0,Veteran
606,57,19,11135,4,3,2,9,3,0.4,1.2,Audit,Mid,PhD,Male,Married,0,195.35,6.6,Veteran
607,48,16,8434,3,0,77,17,3,9.0,1.6,Risk,Junior,Other,Female,Single,0,175.71,10.2,Veteran
608,38,22,8071,2,0,46,7,4,28.0,5.1,Audit,Senior,Masters,Female,Divorced,0,212.39,4.2,Veteran
609,30,6,6945,3,10,2,9,2,9.3,7.6,Audit,Junior,PhD,Female,Single,0,231.5,9.4,Established
610,54,3,12690,5,15,0,1,2,10.8,2.4,Investment Banking,Junior,Bachelors,Female,Divorced,0,235.0,6.6,Growing
611,41,28,5544,4,2,23,2,2,14.2,3.4,Investment Banking,Mid,Other,Female,Married,0,135.22,2.0,Veteran
612,34,13,12597,3,0,34,4,1,16.9,3.1,Risk,Senior,Bachelors,Female,Divorced,0,370.5,2.4,Veteran
613,49,2,9499,3,2,13,14,4,24.3,4.6,Finance,Lead,Other,Female,Single,0,193.86,9.2,New
614,50,23,3802,5,0,66,4,1,5.7,3.0,Operations,Lead,Masters,Male,Single,0,76.04,2.4,Veteran
615,34,4,9102,4,0,12,2,4,26.2,4.2,Treasury,Junior,Masters,Male,Married,0,267.71,1.2,Growing
616,56,15,2500,3,4,46,8,7,22.7,7.6,Treasury,Mid,Bachelors,Female,Divorced,0,44.64,6.4,Veteran
617,27,25,9876,2,2,49,18,4,21.7,6.5,Risk,Senior,PhD,Female,Married,0,365.78,11.6,Veteran
618,39,22,10655,2,5,77,19,2,2.6,1.7,Finance,Mid,PhD,Non-binary,Divorced,1,273.21,13.4,Veteran
619,26,19,6222,2,2,25,14,2,0.6,6.7,Investment Banking,Senior,Bachelors,Male,Divorced,1,239.31,9.2,Veteran
620,46,3,8370,4,22,2,10,6,17.8,5.3,Investment Banking,Mid,PhD,Non-binary,Married,0,181.96,14.8,Growing
621,23,23,13862,5,18,50,17,1,25.9,9.4,Operations,Lead,PhD,Male,Married,0,602.7,17.4,Veteran
622,31,29,6482,3,6,39,8,2,17.5,3.6,Compliance,Lead,Bachelors,Non-binary,Divorced,0,209.1,7.2,Veteran
623,51,23,4823,4,3,67,14,3,6.4,7.5,Investment Banking,Lead,Bachelors,Non-binary,Married,0,94.57,9.6,Veteran
624,26,1,12444,3,3,35,8,2,2.7,7.6,Risk,Mid,Masters,Non-binary,Divorced,0,478.62,6.0,New
625,54,29,13887,4,4,50,5,6,21.0,3.0,Compliance,Mid,Bachelors,Male,Married,0,257.17,4.6,Veteran
626,22,17,8011,4,10,0,16,3,21.7,9.1,Treasury,Junior,Masters,Male,Married,0,364.14,13.6,Veteran
627,39,18,11034,3,4,32,8,3,5.2,5.4,Treasury,Lead,Masters,Female,Married,0,282.92,6.4,Veteran
628,53,27,12024,3,15,6,10,4,0.8,7.1,Investment Banking,Junior,Other,Male,Single,0,226.87,12.0,Veteran
629,32,27,5772,4,23,51,8,0,12.2,2.3,Operations,Mid,PhD,Male,Married,1,180.38,14.0,Veteran
630,42,18,6544,2,3,10,9,3,17.5,3.3,Operations,Senior,Bachelors,Male,Single,1,155.81,6.6,Veteran
631,47,16,11692,3,6,26,18,4,21.2,6.3,Compliance,Lead,PhD,Male,Divorced,0,248.77,13.2,Veteran
632,46,13,13055,4,0,13,3,8,24.3,3.9,Investment Banking,Lead,Other,Female,Divorced,1,283.8,1.8,Veteran
633,43,18,9688,5,1,79,17,3,18.3,5.5,Treasury,Lead,Bachelors,Female,Married,0,225.3,10.6,Veteran
634,48,21,5360,3,4,45,15,1,3.3,4.4,Operations,Lead,Bachelors,Male,Single,1,111.67,10.6,Veteran
635,34,23,13961,4,1,75,17,4,20.5,6.8,Operations,Lead,Other,Non-binary,Divorced,0,410.62,10.6,Veteran
636,54,12,6407,3,16,9,8,1,29.5,5.4,Treasury,Mid,PhD,Non-binary,Single,0,118.65,11.2,Veteran
637,55,11,6994,4,1,23,2,3,27.2,1.0,Investment Banking,Lead,Masters,Male,Single,0,127.16,1.6,Veteran
638,56,29,9027,4,4,60,17,1,26.2,6.8,Treasury,Lead,Other,Female,Divorced,0,161.2,11.8,Veteran
639,22,25,12662,5,7,17,18,6,9.1,4.8,Finance,Junior,Other,Non-binary,Single,0,575.55,13.6,Veteran
640,42,5,10561,3,9,8,5,3,22.5,4.1,Audit,Senior,Bachelors,Female,Single,0,251.45,6.6,Growing
641,27,20,9244,4,3,16,9,3,25.5,1.8,Operations,Lead,Masters,Female,Divorced,0,342.37,6.6,Veteran
642,49,3,9389,4,16,57,9,5,20.3,3.0,Compliance,Junior,Other,Non-binary,Married,1,191.61,11.8,Growing
643,38,18,8130,3,6,12,2,6,7.5,3.0,Investment Banking,Mid,PhD,Male,Married,1,213.95,3.6,Veteran
644,26,15,9674,2,4,49,2,1,28.6,9.4,Risk,Junior,Other,Female,Single,0,372.08,2.8,Veteran
645,52,12,2500,2,0,5,19,3,13.5,4.9,Risk,Lead,PhD,Non-binary,Married,1,48.08,11.4,Veteran
646,26,3,7110,1,4,50,3,2,3.9,1.4,Treasury,Junior,Bachelors,Female,Divorced,1,273.46,3.4,Growing
647,59,29,8723,5,13,35,17,3,3.3,2.2,Audit,Junior,Other,Non-binary,Divorced,1,147.85,15.4,Veteran
648,24,22,4546,3,7,70,14,3,19.4,1.7,Investment Banking,Mid,PhD,Male,Divorced,1,189.42,11.2,Veteran
649,44,16,9158,3,14,24,14,3,13.1,6.3,Investment Banking,Junior,Bachelors,Male,Single,0,208.14,14.0,Veteran
650,58,22,7386,4,5,10,14,1,2.8,2.7,Compliance,Mid,Bachelors,Male,Divorced,1,127.34,10.4,Veteran
651,58,0,13266,3,1,43,6,1,22.2,5.5,Finance,Mid,Bachelors,Female,Single,0,228.72,4.0,New
652,31,17,12719,4,0,13,3,1,24.0,4.3,Operations,Junior,Other,Male,Single,1,410.29,1.8,Veteran
653,31,19,6602,3,2,28,1,4,21.8,8.2,Finance,Lead,Bachelors,Male,Divorced,0,212.97,1.4,Veteran
654,40,16,7547,5,9,73,16,1,6.1,3.9,Investment Banking,Senior,Bachelors,Male,Divorced,1,188.68,13.2,Veteran
655,38,26,7778,5,12,49,4,2,20.7,5.1,Compliance,Junior,PhD,Male,Single,0,204.68,7.2,Veteran
656,42,27,6645,5,2,4,1,1,0.3,7.5,Finance,Junior,Bachelors,Non-binary,Divorced,0,158.21,1.4,Veteran
657,35,26,8585,3,5,71,17,3,9.2,4.9,Treasury,Junior,Other,Non-binary,Married,0,245.29,12.2,Veteran
658,30,14,5725,4,4,68,18,1,12.0,8.1,Risk,Senior,Masters,Female,Single,0,190.83,12.4,Veteran
659,22,10,4608,2,4,56,8,2,25.1,7.0,Treasury,Senior,Bachelors,Non-binary,Single,0,209.45,6.4,Established
660,34,24,9868,1,2,25,2,2,11.7,4.7,Operations,Mid,Other,Non-binary,Divorced,1,290.24,2.0,Veteran
661,25,27,9888,1,1,5,18,4,0.3,5.5,Treasury,Senior,Bachelors,Non-binary,Divorced,0,395.52,11.2,Veteran
662,22,21,5587,4,1,15,16,3,10.6,9.7,Compliance,Senior,Other,Non-binary,Single,0,253.95,10.0,Veteran
663,61,12,10686,3,0,59,10,1,15.0,7.0,Investment Banking,Junior,Bachelors,Non-binary,Single,0,175.18,6.0,Veteran
664,53,0,6105,4,1,11,8,4,28.5,9.1,Compliance,Mid,PhD,Male,Single,0,115.19,5.2,New
665,55,16,8759,1,0,74,12,2,28.2,2.6,Operations,Lead,Masters,Female,Divorced,1,159.25,7.2,Veteran
666,49,5,10461,3,7,2,16,3,5.4,5.3,Operations,Mid,Masters,Non-binary,Single,0,213.49,12.4,Growing
667,52,3,7899,4,3,62,12,4,5.6,9.2,Risk,Senior,Other,Non-binary,Married,0,151.9,8.4,Growing
668,29,19,9364,3,28,63,11,2,4.9,3.9,Finance,Senior,Other,Female,Married,1,322.9,17.8,Veteran
669,60,15,6450,4,1,61,19,3,23.7,9.7,Risk,Junior,Masters,Non-binary,Divorced,0,107.5,11.8,Veteran
670,47,14,7410,3,3,5,1,4,0.2,1.9,Treasury,Lead,PhD,Non-binary,Single,1,157.66,1.8,Veteran
671,55,26,7382,4,3,18,3,2,3.8,9.1,Finance,Lead,PhD,Female,Single,0,134.22,3.0,Veteran
672,24,14,5760,4,0,17,12,2,16.1,5.0,Operations,Lead,Bachelors,Male,Married,0,240.0,7.2,Veteran
673,33,5,7469,3,14,79,9,3,7.4,1.7,Compliance,Senior,PhD,Male,Single,0,226.33,11.0,Growing
674,22,14,3354,3,0,42,5,8,2.8,8.9,Treasury,Senior,Masters,Female,Divorced,1,152.45,3.0,Veteran
675,26,13,6526,4,22,72,1,5,10.8,3.3,Risk,Mid,Masters,Male,Divorced,1,251.0,9.4,Veteran
676,51,27,7145,4,17,2,10,2,8.2,1.2,Investment Banking,Senior,PhD,Male,Divorced,0,140.1,12.8,Veteran
677,51,10,7231,3,6,71,17,3,15.3,2.2,Audit,Lead,PhD,Male,Single,0,141.78,12.6,Established
678,38,6,7275,3,6,37,4,2,29.4,6.9,Audit,Lead,Masters,Male,Single,0,191.45,4.8,Established
679,44,8,7814,5,8,67,15,0,3.7,9.8,Operations,Lead,Masters,Non-binary,Married,0,177.59,12.2,Established
680,36,25,9438,4,3,75,19,3,11.2,2.0,Investment Banking,Junior,Masters,Female,Married,1,262.17,12.6,Veteran
681,58,15,10623,3,8,43,8,2,28.0,5.2,Finance,Mid,Masters,Male,Divorced,0,183.16,8.0,Veteran
682,42,4,6050,3,0,79,15,4,26.3,2.6,Audit,Mid,Masters,Male,Single,0,144.05,9.0,Growing
683,35,24,4390,3,0,62,7,1,11.8,7.7,Finance,Senior,PhD,Female,Single,0,125.43,4.2,Veteran
684,23,19,4873,4,4,41,15,3,21.0,2.1,Compliance,Junior,PhD,Non-binary,Divorced,0,211.87,10.6,Veteran
685,32,28,6538,3,6,63,8,3,2.6,3.2,Operations,Mid,Bachelors,Male,Divorced,1,204.31,7.2,Veteran
686,60,9,6944,5,17,53,10,2,21.4,2.8,Operations,Junior,Bachelors,Male,Married,1,115.73,12.8,Established
687,59,17,5690,3,0,77,18,2,29.2,6.0,Treasury,Junior,Other,Non-binary,Married,0,96.44,10.8,Veteran
688,55,2,4111,3,13,76,4,4,16.1,8.9,Treasury,Senior,Bachelors,Female,Divorced,0,74.75,7.6,New
689,59,12,6631,4,1,70,15,3,15.0,5.6,Investment Banking,Junior,PhD,Male,Single,0,112.39,9.4,Veteran
690,55,10,8544,5,4,75,11,4,5.6,1.5,Finance,Mid,Bachelors,Male,Married,0,155.35,8.2,Established
691,39,16,9785,4,3,36,3,2,19.0,6.1,Audit,Senior,Bachelors,Female,Divorced,0,250.9,3.0,Veteran
692,51,29,6327,3,4,3,15,2,17.7,8.2,Audit,Mid,PhD,Non-binary,Single,0,124.06,10.6,Veteran
693,36,29,6761,4,1,1,3,2,19.6,2.2,Risk,Junior,Masters,Female,Divorced,0,187.81,2.2,Veteran
694,48,21,5219,4,5,43,15,6,0.8,1.7,Finance,Junior,PhD,Male,Single,1,108.73,11.0,Veteran
695,55,12,7905,3,12,66,6,0,16.5,2.7,Audit,Lead,PhD,Non-binary,Married,0,143.73,8.4,Veteran
696,59,5,5454,3,4,67,1,2,17.8,7.7,Treasury,Senior,Other,Non-binary,Single,0,92.44,2.2,Growing
697,54,16,9719,3,5,75,14,4,6.2,6.3,Treasury,Senior,Other,Non-binary,Single,0,179.98,10.4,Veteran
698,45,26,2642,3,15,73,16,1,6.2,5.9,Treasury,Lead,Other,Female,Divorced,0,58.71,15.6,Veteran
699,36,12,6921,5,9,61,1,3,8.3,3.2,Finance,Mid,Masters,Female,Single,0,192.25,4.2,Veteran
700,51,18,8903,3,5,0,17,4,21.4,4.0,Operations,Mid,Bachelors,Female,Married,0,174.57,12.2,Veteran
701,38,20,8551,5,2,16,8,2,18.2,9.7,Investment Banking,Junior,Other,Male,Divorced,0,225.03,5.6,Veteran
702,26,18,16079,4,17,15,18,2,25.4,3.2,Risk,Senior,PhD,Female,Divorced,1,618.42,17.6,Veteran
703,50,9,9049,4,6,8,16,3,8.9,9.1,Risk,Junior,Other,Non-binary,Divorced,0,180.98,12.0,Established
704,25,2,4987,4,1,52,6,5,27.4,6.2,Treasury,Lead,PhD,Male,Divorced,0,199.48,4.0,New
705,31,13,7713,2,2,72,10,4,22.3,2.1,Compliance,Junior,Masters,Male,Divorced,1,248.81,6.8,Veteran
706,38,25,2671,3,13,58,10,2,11.9,5.2,Finance,Mid,Other,Male,Divorced,0,70.29,11.2,Veteran
707,31,18,7758,2,0,8,5,1,2.9,9.5,Audit,Mid,PhD,Non-binary,Divorced,0,250.26,3.0,Veteran
708,38,4,5500,4,34,11,12,4,7.7,4.8,Audit,Lead,Bachelors,Female,Married,1,144.74,20.8,Growing
709,41,28,10746,3,1,40,17,7,28.7,8.8,Investment Banking,Mid,Masters,Non-binary,Married,0,262.1,10.6,Veteran
710,45,4,6351,4,12,14,14,8,9.3,3.3,Operations,Lead,PhD,Female,Divorced,1,141.13,13.2,Growing
711,26,19,7649,3,4,65,14,4,9.9,6.1,Treasury,Senior,Bachelors,Male,Single,0,294.19,10.0,Veteran
712,55,16,6093,3,5,74,3,4,5.7,8.6,Compliance,Lead,Bachelors,Male,Divorced,0,110.78,3.8,Veteran
713,27,20,13216,3,17,10,12,2,24.2,9.3,Treasury,Lead,PhD,Non-binary,Divorced,0,489.48,14.0,Veteran
714,23,9,7036,5,4,7,18,3,8.3,5.4,Compliance,Lead,Other,Female,Divorced,0,305.91,12.4,Established
715,34,4,13497,4,6,54,12,3,9.9,6.8,Risk,Mid,Bachelors,Male,Single,0,396.97,9.6,Growing
716,32,3,10442,3,0,5,2,2,12.4,1.0,Compliance,Senior,Masters,Non-binary,Married,1,326.31,1.2,Growing
717,44,5,9446,4,0,52,2,5,13.0,3.3,Risk,Junior,Bachelors,Non-binary,Single,0,214.68,1.2,Growing
718,37,25,9106,2,2,19,17,4,12.3,3.5,Risk,Senior,Other,Female,Single,1,246.11,11.0,Veteran
719,52,3,9181,5,9,38,10,2,15.1,1.8,Finance,Mid,Masters,Female,Single,1,176.56,9.6,Growing
720,32,29,2500,4,1,71,18,5,24.4,3.5,Investment Banking,Senior,Masters,Female,Single,0,78.12,11.2,Veteran
721,37,6,7163,3,0,33,19,2,24.6,3.9,Compliance,Senior,Masters,Male,Divorced,0,193.59,11.4,Established
722,29,6,10535,4,4,56,1,3,23.9,9.7,Operations,Lead,PhD,Non-binary,Married,0,363.28,2.2,Established
723,25,17,7853,2,8,18,4,4,3.0,7.0,Operations,Lead,Bachelors,Female,Single,0,314.12,5.6,Veteran
724,61,2,3784,5,9,70,4,1,24.0,4.8,Compliance,Mid,Other,Non-binary,Married,0,62.03,6.0,New
