employee_id,age,years_at_company,monthly_salary,performance_score,overtime_hours,training_hours,projects_completed,absenteeism_days,bonus_pct,engagement_score,department,job_level,education,gender,marital_status,attrition_risk
279,29,20,6759,3,8,29,15,3,8.3,5.1,Operations,Mid,Other,Female,Single,0
280,48,9,8780,4,0,24,18,5,13.4,2.5,Investment Banking,Lead,Masters,Female,Single,0
281,48,22,5108,4,16,59,4,3,12.9,3.9,Risk,Mid,Masters,Non-binary,Married,1
282,55,25,5128,3,4,58,17,2,28.8,3.7,Audit,Lead,PhD,Female,Single,0
283,42,23,9031,4,3,27,3,0,5.3,2.0,Operations,Junior,Other,Female,Married,0
284,51,6,7854,3,1,57,2,2,2.7,5.9,Finance,Senior,Bachelors,Male,Married,0
285,54,4,8098,3,4,19,4,2,26.4,7.9,Treasury,Mid,Bachelors,Non-binary,Single,0
286,49,0,5724,4,5,33,1,5,26.9,6.2,Treasury,Senior,Bachelors,Female,Single,0
287,54,12,7308,4,4,4,15,1,26.2,8.4,Treasury,Junior,Bachelors,Non-binary,Divorced,0
288,26,20,5227,5,9,59,1,1,15.3,2.1,Operations,Junior,Masters,Male,Single,0
289,40,25,10670,3,4,42,6,2,19.8,4.9,Risk,Senior,Masters,Male,Single,0
290,25,17,11105,4,26,56,7,2,16.9,6.5,Operations,Mid,PhD,Female,Single,0
291,56,12,2500,4,7,56,19,3,2.1,7.1,Operations,Mid,Bachelors,Female,Single,0
292,38,20,5211,5,13,74,12,1,17.9,7.3,Investment Banking,Mid,Masters,Female,Single,0
293,49,20,3510,3,0,53,1,2,0.4,7.6,Audit,Senior,Masters,Female,Single,0
294,51,17,6049,4,4,44,7,1,9.7,6.9,Treasury,Mid,Masters,Male,Divorced,0
295,50,4,7749,4,3,36,19,0,28.0,1.8,Risk,Mid,Bachelors,Non-binary,Divorced,1
296,27,12,3651,3,6,47,13,4,9.1,7.3,Compliance,Lead,Masters,Female,Single,0
297,56,3,5234,3,15,53,12,2,28.2,7.5,Risk,Mid,Other,Non-binary,Divorced,0
298,58,16,4988,3,0,47,12,3,7.5,9.9,Investment Banking,Junior,Bachelors,Female,Married,0
299,45,2,8621,4,0,5,13,4,9.4,7.2,Operations,Mid,Bachelors,Female,Divorced,0
300,50,16,8208,5,15,33,14,4,18.9,7.2,Finance,Senior,Other,Male,Married,0
301,52,27,5834,4,1,62,12,6,22.8,5.6,Risk,Senior,PhD,Female,Single,0
302,56,10,8530,4,8,77,12,3,15.0,8.8,Treasury,Mid,PhD,Female,Married,0
303,54,20,6359,4,6,47,6,4,26.5,10.0,Finance,Senior,Bachelors,Female,Single,0
304,42,19,7185,2,14,22,10,1,1.2,8.0,Compliance,Senior,Bachelors,Male,Divorced,0
305,53,22,13020,3,1,12,9,4,27.7,6.5,Compliance,Mid,Bachelors,Non-binary,Married,0
306,44,20,12021,3,1,46,2,5,5.9,1.7,Finance,Lead,Other,Male,Married,0
307,54,25,4101,3,6,43,7,0,26.5,7.5,Investment Banking,Lead,Masters,Female,Married,0
308,24,29,10489,3,23,31,9,1,12.0,7.4,Compliance,Lead,Other,Female,Single,0
309,39,3,10434,4,4,25,12,5,25.0,8.0,Finance,Lead,Masters,Female,Single,0
310,46,1,4555,3,3,52,5,5,20.1,2.1,Operations,Junior,Masters,Non-binary,Divorced,0
311,52,19,10456,3,7,13,1,5,5.3,6.9,Finance,Mid,PhD,Non-binary,Divorced,0
312,24,15,12613,3,21,51,15,3,27.5,3.7,Operations,Senior,Other,Female,Single,1
313,61,27,4632,2,14,35,8,3,7.4,7.8,Investment Banking,Senior,Other,Female,Divorced,0
314,45,17,5247,5,43,7,1,5,7.3,3.2,Treasury,Mid,Bachelors,Non-binary,Married,1
315,53,7,11052,5,0,39,18,4,24.4,7.2,Treasury,Senior,Other,Male,Married,0
316,43,2,8814,4,0,21,13,2,3.2,3.7,Compliance,Junior,Masters,Male,Married,1
317,44,8,9654,2,7,15,1,1,6.7,1.1,Audit,Lead,Masters,Non-binary,Divorced,1
318,23,28,9021,4,13,59,5,3,15.1,6.7,Audit,Mid,Other,Non-binary,Married,0
319,48,19,9172,4,2,59,18,3,24.9,2.0,Finance,Senior,PhD,Female,Married,1
320,23,28,4020,4,2,9,16,5,4.4,6.9,Investment Banking,Junior,PhD,Non-binary,Single,0
321,47,5,11141,2,12,24,10,5,16.4,9.3,Operations,Senior,Bachelors,Non-binary,Single,0
322,38,9,11508,4,0,30,4,4,21.3,9.7,Treasury,Junior,Bachelors,Female,Divorced,0
323,61,20,7311,4,3,20,1,2,25.8,3.1,Investment Banking,Senior,Masters,Non-binary,Single,0
324,54,9,7869,4,5,32,8,1,28.1,8.3,Treasury,Lead,Other,Female,Divorced,0
325,30,12,3406,4,6,30,5,4,23.5,4.2,Treasury,Mid,Masters,Male,Divorced,0
326,60,16,9542,3,10,20,2,2,19.6,9.1,Compliance,Lead,Masters,Male,Single,0
327,50,8,9716,4,3,35,17,2,13.0,8.1,Treasury,Lead,Other,Male,Single,0
328,47,16,7813,1,7,64,7,3,3.4,1.7,Audit,Senior,Masters,Female,Divorced,1
329,56,23,11373,4,7,3,17,1,21.3,4.7,Risk,Lead,Masters,Male,Divorced,0
330,46,8,6997,2,6,67,6,3,29.8,4.0,Compliance,Mid,PhD,Male,Divorced,1
331,45,8,9693,3,8,3,15,3,22.1,8.1,Finance,Junior,Bachelors,Female,Married,0
332,34,0,4941,3,2,8,5,10,0.5,4.7,Risk,Junior,PhD,Female,Married,1
333,28,1,7929,4,0,29,15,2,14.9,7.2,Compliance,Senior,Bachelors,Male,Single,0
334,57,27,7476,2,1,44,18,2,18.4,6.4,Investment Banking,Mid,Bachelors,Male,Married,0
335,41,15,8675,4,2,3,18,3,20.7,9.8,Compliance,Mid,Bachelors,Male,Married,0
336,22,28,6891,4,5,68,6,9,21.6,9.4,Operations,Junior,PhD,Non-binary,Divorced,0
337,29,0,7605,3,14,22,2,3,16.7,4.8,Risk,Junior,Other,Female,Married,1
338,37,9,10478,2,9,15,17,2,6.7,7.5,Risk,Lead,Masters,Female,Single,0
339,35,17,6689,2,12,21,4,2,28.3,8.5,Audit,Senior,Other,Female,Married,0
340,33,25,3180,5,3,71,12,2,20.9,9.1,Risk,Junior,Other,Female,Married,0
341,44,27,13248,4,4,47,19,2,7.1,1.6,Treasury,Junior,Bachelors,Male,Married,1
342,36,7,12144,3,4,61,2,2,9.7,3.7,Audit,Mid,Bachelors,Female,Single,0
343,49,20,4123,2,1,59,2,4,27.7,3.9,Investment Banking,Mid,PhD,Non-binary,Single,1
344,55,27,10069,4,0,79,14,1,26.6,4.9,Treasury,Mid,PhD,Non-binary,Divorced,1
345,23,10,6491,5,7,4,15,0,12.2,2.5,Audit,Junior,Masters,Male,Married,0
346,53,22,8790,4,36,79,2,2,1.1,5.5,Finance,Senior,Other,Male,Divorced,1
347,44,1,8882,4,1,6,4,7,1.5,7.0,Investment Banking,Lead,Other,Female,Divorced,0
348,43,7,7296,2,0,50,19,2,8.5,5.5,Audit,Senior,Masters,Male,Single,0
349,46,26,5648,2,12,64,9,2,18.9,7.0,Finance,Junior,Bachelors,Male,Divorced,0
350,43,21,5928,1,2,8,7,3,17.5,1.6,Audit,Lead,PhD,Male,Married,1
351,43,7,5251,3,14,44,13,3,19.0,8.9,Finance,Senior,Masters,Non-binary,Divorced,0
352,27,16,5504,2,9,46,12,2,21.5,9.5,Treasury,Junior,Other,Female,Single,0
353,36,14,7798,3,23,66,3,4,0.6,6.6,Investment Banking,Senior,Masters,Male,Single,0
354,58,16,5852,3,4,23,13,5,3.2,8.9,Investment Banking,Junior,Masters,Female,Single,0
355,54,27,10046,5,8,9,15,4,10.8,2.2,Audit,Mid,Other,Female,Married,0
356,29,22,12461,4,5,72,14,2,4.6,8.2,Operations,Senior,Other,Female,Divorced,0
357,26,23,6259,4,7,76,9,5,2.3,2.1,Audit,Mid,PhD,Non-binary,Married,1
358,60,12,8718,4,4,47,13,2,19.2,4.7,Finance,Mid,PhD,Female,Single,0
359,25,18,9499,2,1,34,4,2,24.5,3.9,Investment Banking,Lead,Other,Female,Married,1
360,27,4,9416,4,5,53,8,4,22.6,6.3,Compliance,Lead,PhD,Male,Single,0
361,53,11,8227,3,6,70,3,4,24.5,3.7,Treasury,Senior,PhD,Male,Married,1
362,51,0,10228,4,13,15,2,2,20.0,6.7,Operations,Junior,PhD,Non-binary,Married,0
363,56,22,9446,3,10,52,19,6,22.1,4.3,Compliance,Lead,Other,Female,Divorced,0
364,61,4,4287,5,8,39,8,3,8.2,8.7,Compliance,Lead,Bachelors,Non-binary,Divorced,0
365,37,7,10607,3,0,19,17,7,29.8,6.7,Treasury,Mid,Bachelors,Female,Single,0
366,34,12,10661,3,10,68,13,1,5.5,2.9,Audit,Mid,PhD,Non-binary,Divorced,0
367,51,7,5710,5,5,44,7,1,6.4,4.0,Risk,Junior,Bachelors,Female,Divorced,0
368,40,24,8113,1,17,5,9,2,8.7,8.6,Operations,Lead,PhD,Male,Married,0
369,38,22,10049,4,20,68,12,0,29.3,4.5,Audit,Lead,Bachelors,Non-binary,Single,0
370,40,10,7372,4,0,48,14,4,29.6,5.8,Treasury,Junior,Bachelors,Male,Married,0
371,49,0,11218,4,13,38,14,5,23.8,6.8,Risk,Lead,Masters,Female,Married,0
372,47,12,15091,5,0,1,15,2,18.9,4.1,Treasury,Senior,PhD,Non-binary,Divorced,1
373,58,18,5642,5,3,38,3,1,15.6,3.6,Treasury,Senior,Bachelors,Male,Divorced,0
374,47,23,3856,2,6,20,15,2,29.1,5.3,Compliance,Junior,Bachelors,Male,Single,0
375,44,2,8911,4,1,39,19,9,20.9,2.9,Investment Banking,Mid,Masters,Male,Divorced,1
376,30,23,10164,4,10,53,14,3,28.3,3.6,Audit,Junior,Bachelors,Female,Married,0
377,33,16,7307,4,0,11,8,2,9.5,1.6,Treasury,Senior,Masters,Non-binary,Divorced,0
378,22,4,12359,2,1,36,5,6,10.0,3.7,Audit,Lead,Bachelors,Male,Single,1
379,22,19,3984,4,6,37,19,5,25.6,3.9,Risk,Lead,Masters,Female,Single,0
380,55,20,10078,5,10,14,4,1,4.5,9.7,Compliance,Mid,Masters,Female,Married,0
381,53,7,6182,5,19,6,14,1,28.4,6.3,Risk,Mid,Other,Female,Married,0
382,46,25,13158,3,9,77,16,4,15.2,8.1,Risk,Senior,PhD,Non-binary,Divorced,0
383,61,13,13977,1,8,49,6,0,27.8,1.4,Compliance,Mid,Other,Female,Single,1
384,22,3,5700,3,4,64,6,1,10.1,2.0,Audit,Junior,PhD,Female,Married,1
385,37,10,6351,4,0,66,3,1,21.5,8.3,Risk,Senior,Bachelors,Non-binary,Divorced,0
386,60,19,10578,4,1,43,15,2,14.5,6.6,Finance,Lead,PhD,Non-binary,Divorced,0
387,26,14,6838,3,6,30,3,6,18.8,2.7,Audit,Lead,Other,Female,Divorced,1
388,43,18,7863,2,8,42,11,2,15.1,4.6,Investment Banking,Lead,PhD,Female,Married,1
389,50,6,8076,3,4,76,3,8,29.0,5.8,Investment Banking,Mid,Other,Male,Married,0
390,24,18,2500,3,10,47,10,2,20.8,8.6,Treasury,Senior,PhD,Non-binary,Divorced,0
391,33,27,7958,5,5,60,18,1,7.5,1.5,Compliance,Mid,Bachelors,Non-binary,Divorced,0
392,47,18,5930,4,0,74,1,3,27.3,6.4,Investment Banking,Junior,Bachelors,Male,Married,0
393,37,10,6520,3,1,9,16,2,8.8,7.5,Compliance,Senior,PhD,Female,Single,0
394,58,25,12330,4,14,28,16,2,11.1,9.8,Audit,Mid,PhD,Female,Divorced,0
395,43,4,4230,2,10,47,10,1,3.1,8.3,Finance,Lead,Bachelors,Female,Single,0
396,50,4,10439,5,18,61,1,4,27.0,3.5,Finance,Lead,PhD,Female,Single,0
397,35,29,7163,3,1,12,4,3,8.6,7.4,Finance,Junior,Masters,Male,Married,0
398,49,21,7160,3,37,43,3,1,7.8,7.9,Finance,Junior,Bachelors,Non-binary,Married,0
399,26,7,10371,3,1,46,5,2,27.6,7.6,Operations,Junior,Bachelors,Non-binary,Single,0
400,51,9,9020,4,0,63,12,2,24.2,8.4,Compliance,Lead,Other,Female,Married,0
401,26,5,9711,4,47,52,12,2,4.2,9.1,Risk,Mid,Other,Male,Single,1
402,33,14,10904,4,2,76,13,4,23.1,1.9,Compliance,Lead,Masters,Female,Single,1
403,37,15,7006,3,8,75,12,8,27.4,1.9,Investment Banking,Lead,PhD,Female,Married,1
404,47,27,6163,3,1,43,16,5,2.4,8.2,Compliance,Lead,Masters,Male,Married,0
405,47,16,4744,2,6,27,13,2,24.8,3.3,Compliance,Mid,PhD,Male,Divorced,1
406,42,7,5523,4,18,1,5,4,16.4,1.5,Finance,Lead,Other,Non-binary,Married,0
407,60,7,16847,1,3,56,4,2,20.1,4.6,Finance,Junior,PhD,Non-binary,Divorced,1
408,57,24,11734,4,8,56,15,3,14.8,8.4,Operations,Junior,Other,Female,Married,0
409,54,8,3946,5,1,33,12,3,20.9,2.1,Audit,Junior,Bachelors,Female,Married,0
410,51,1,4032,5,7,57,19,6,1.0,7.0,Compliance,Junior,Bachelors,Non-binary,Married,0
411,58,14,9445,3,3,51,19,7,22.9,1.0,Treasury,Lead,PhD,Male,Married,1
412,44,17,9641,3,1,28,11,3,1.0,2.0,Audit,Lead,Other,Female,Single,1
413,31,2,9646,2,3,34,6,3,13.7,4.2,Investment Banking,Lead,Masters,Female,Married,1
414,26,16,7235,4,1,74,9,2,4.5,1.8,Operations,Junior,Other,Male,Single,1
415,57,3,7623,4,18,47,1,2,24.7,8.6,Investment Banking,Mid,Other,Female,Married,0
416,55,29,8983,3,4,32,12,1,9.4,8.8,Finance,Senior,Other,Male,Married,0
417,52,3,8257,3,2,74,14,4,13.6,7.8,Investment Banking,Senior,Bachelors,Non-binary,Single,0
418,31,13,2500,4,4,72,6,3,12.9,3.2,Compliance,Senior,Other,Non-binary,Married,1
419,40,8,7310,5,3,77,1,1,23.2,5.7,Finance,Mid,PhD,Non-binary,Divorced,0
420,53,8,5445,3,10,8,2,4,14.4,2.7,Audit,Lead,Bachelors,Non-binary,Divorced,1
421,22,24,8525,4,28,47,11,1,23.7,3.5,Risk,Senior,Bachelors,Non-binary,Married,1
422,26,25,16955,3,4,66,3,5,2.2,5.6,Finance,Senior,Bachelors,Female,Divorced,0
423,25,22,9102,2,15,35,10,4,5.7,7.6,Finance,Lead,Other,Non-binary,Divorced,0
424,37,29,7059,5,6,70,6,3,16.5,1.9,Operations,Senior,Masters,Female,Divorced,0
425,45,17,10765,4,1,43,6,5,28.4,3.7,Risk,Lead,Other,Female,Divorced,0
426,37,9,9448,4,9,59,2,0,2.2,9.3,Audit,Senior,Other,Male,Single,0
427,23,20,9260,1,5,62,10,1,1.3,4.9,Treasury,Lead,Masters,Female,Single,1
428,49,3,9820,4,8,4,6,1,4.7,9.4,Treasury,Junior,Other,Female,Single,0
429,53,11,14169,3,17,75,17,4,19.2,9.9,Treasury,Mid,PhD,Non-binary,Divorced,0
430,48,26,4607,3,4,39,14,2,12.0,5.7,Compliance,Senior,Masters,Non-binary,Divorced,0
431,41,7,9420,4,18,18,5,6,24.8,3.6,Treasury,Lead,PhD,Male,Single,1
432,45,1,5220,2,11,46,17,1,2.2,8.1,Compliance,Junior,PhD,Male,Divorced,1
433,33,21,9666,4,5,64,2,4,5.9,2.4,Audit,Lead,Bachelors,Female,Single,1
434,56,12,5243,4,7,66,9,4,9.0,3.3,Audit,Senior,Bachelors,Male,Single,0
435,54,20,6747,3,3,17,12,1,18.8,8.1,Finance,Senior,Masters,Non-binary,Single,0
436,54,15,7114,3,32,49,19,2,20.6,4.9,Treasury,Senior,Other,Non-binary,Divorced,1
437,58,27,10927,3,8,29,7,3,3.7,2.8,Operations,Senior,PhD,Non-binary,Single,0
438,33,1,10755,2,0,65,9,8,28.3,6.9,Audit,Senior,Other,Female,Married,1
439,24,10,4262,4,3,4,16,0,10.2,7.6,Risk,Junior,PhD,Female,Single,0
440,22,9,8164,4,7,41,11,1,21.4,2.1,Risk,Lead,Bachelors,Male,Single,0
441,54,14,5871,1,0,4,12,3,15.7,3.5,Audit,Lead,Bachelors,Non-binary,Married,1
442,61,16,4224,1,0,49,15,1,6.7,3.0,Finance,Senior,Bachelors,Female,Divorced,1
443,31,7,7348,4,4,57,18,4,25.4,4.4,Investment Banking,Lead,Masters,Female,Single,0
444,50,17,7074,4,3,78,19,4,24.5,7.9,Risk,Junior,PhD,Male,Married,0
445,34,22,15280,3,4,7,16,0,11.9,7.4,Risk,Senior,Other,Non-binary,Divorced,0
446,33,8,9298,3,2,30,15,1,17.7,7.0,Investment Banking,Mid,PhD,Non-binary,Married,0
447,52,24,3867,4,1,11,5,6,7.7,1.1,Finance,Junior,Other,Male,Single,1
448,23,7,6305,3,9,20,11,5,20.7,2.3,Investment Banking,Senior,Other,Male,Married,0
449,56,26,11064,1,5,61,15,2,9.3,3.0,Finance,Lead,Other,Male,Divorced,1
450,44,13,14265,4,1,32,18,3,25.3,3.4,Finance,Junior,PhD,Male,Single,0
451,38,27,3242,4,3,25,13,7,6.5,2.3,Operations,Senior,Bachelors,Non-binary,Married,0
452,47,25,2500,4,7,39,4,1,0.4,4.7,Finance,Lead,Masters,Non-binary,Divorced,0
453,29,24,13612,4,0,64,17,4,8.1,1.7,Finance,Lead,Masters,Male,Divorced,0
454,50,17,9168,4,1,58,4,3,5.7,7.8,Finance,Senior,Bachelors,Female,Single,0
455,47,21,5395,3,0,14,16,2,15.2,8.1,Audit,Junior,Masters,Female,Single,0
456,31,19,9603,3,13,0,15,2,6.1,6.2,Treasury,Senior,Other,Non-binary,Single,0
457,47,29,2500,2,11,10,14,3,22.9,1.8,Audit,Senior,Masters,Non-binary,Single,1
458,55,19,8010,2,11,54,12,6,7.2,9.0,Treasury,Senior,PhD,Male,Married,0
459,28,20,8983,4,10,1,3,4,21.2,9.7,Operations,Senior,Bachelors,Female,Divorced,0
460,25,11,10772,5,8,64,10,1,17.4,2.8,Operations,Senior,Bachelors,Non-binary,Single,0
461,32,18,4958,5,5,43,8,3,29.6,7.3,Risk,Lead,Bachelors,Female,Single,0
462,50,13,8257,4,8,15,6,3,30.0,8.6,Investment Banking,Senior,Bachelors,Male,Single,0
463,57,16,5223,3,0,21,14,1,26.1,5.9,Investment Banking,Junior,PhD,Non-binary,Married,0
464,46,23,8766,2,7,17,17,2,22.8,3.9,Audit,Mid,Other,Non-binary,Divorced,1
465,42,20,5313,4,12,46,19,1,11.6,5.3,Treasury,Senior,Other,Female,Divorced,0
466,57,2,6775,4,5,29,16,2,22.6,5.6,Operations,Junior,Other,Female,Single,0
467,31,25,5012,4,3,9,15,4,28.7,4.6,Operations,Mid,Masters,Non-binary,Divorced,0
468,58,29,9953,4,2,57,15,0,0.7,9.4,Audit,Junior,Other,Female,Married,0
469,30,22,10575,4,8,61,1,2,16.1,7.7,Risk,Lead,Masters,Female,Divorced,0
470,45,6,7296,4,9,79,12,0,6.5,3.2,Finance,Lead,PhD,Male,Single,1
471,56,16,8114,2,16,5,10,5,16.7,6.3,Compliance,Mid,Masters,Female,Divorced,0
472,56,11,3654,4,3,66,14,1,14.0,7.2,Risk,Mid,Other,Non-binary,Married,0
473,57,8,7100,5,11,40,10,1,17.3,2.3,Investment Banking,Mid,Bachelors,Male,Married,0
474,39,14,7849,3,6,42,10,1,16.5,4.2,Investment Banking,Lead,PhD,Non-binary,Divorced,1
475,60,17,15862,4,17,76,11,5,28.8,9.1,Compliance,Lead,Other,Male,Divorced,0
476,53,20,4664,3,6,17,16,2,16.6,6.1,Risk,Junior,Other,Male,Single,0
477,45,12,12392,5,5,57,9,2,25.4,3.0,Risk,Lead,Other,Female,Single,0
478,44,29,10990,1,6,59,15,2,9.6,2.1,Finance,Mid,PhD,Female,Single,1
479,53,20,8841,4,11,26,14,1,13.1,5.7,Operations,Senior,Bachelors,Non-binary,Divorced,0
480,58,29,13275,3,26,67,19,2,14.1,5.9,Treasury,Senior,Bachelors,Female,Married,0
481,33,7,9116,4,0,21,9,1,8.4,4.0,Risk,Mid,Bachelors,Male,Married,0
482,34,13,9167,3,0,23,4,8,11.4,6.7,Finance,Lead,Other,Female,Divorced,0
483,44,7,7840,3,22,39,7,10,18.0,1.6,Investment Banking,Mid,Masters,Non-binary,Married,1
484,46,13,11670,3,6,73,8,3,17.4,2.3,Compliance,Lead,Other,Male,Married,0
485,56,6,11289,5,7,65,8,3,19.1,5.9,Audit,Senior,Bachelors,Non-binary,Divorced,0
486,51,22,6122,3,5,39,19,5,10.6,1.6,Investment Banking,Junior,PhD,Female,Married,0
487,38,11,4042,2,0,5,15,0,9.5,8.9,Audit,Lead,Masters,Male,Divorced,0
488,41,10,7391,4,11,17,16,2,18.3,2.3,Operations,Junior,Masters,Non-binary,Single,1
489,46,21,5599,4,11,29,9,3,4.0,7.1,Audit,Senior,Other,Female,Married,0
490,43,21,7809,5,2,20,12,1,7.6,4.5,Risk,Junior,PhD,Female,Divorced,1
491,34,10,11712,2,2,61,16,0,1.3,4.6,Compliance,Junior,Masters,Non-binary,Married,1
492,40,24,6628,4,14,9,4,1,2.2,7.9,Risk,Mid,Bachelors,Male,Married,0
493,57,21,7871,3,0,12,5,2,7.3,5.5,Audit,Junior,Other,Non-binary,Single,0
494,33,27,8174,3,17,75,8,0,0.6,7.5,Treasury,Senior,Other,Female,Divorced,0
495,40,28,10545,4,2,8,1,6,7.4,5.5,Investment Banking,Lead,Bachelors,Non-binary,Single,0
496,33,12,2500,4,7,67,6,5,19.6,6.3,Audit,Junior,Bachelors,Female,Married,0
497,30,17,6179,4,21,38,15,3,1.8,7.8,Treasury,Lead,Bachelors,Male,Married,1
498,28,1,8633,3,9,23,4,3,13.1,6.5,Audit,Mid,Masters,Non-binary,Married,0
499,49,28,11600,3,4,33,11,1,27.4,6.5,Operations,Senior,PhD,Male,Divorced,0
500,35,20,6524,3,9,60,5,2,23.7,8.1,Compliance,Senior,Masters,Non-binary,Single,0
501,52,14,2500,5,3,40,18,6,9.2,9.5,Treasury,Lead,PhD,Female,Divorced,0
502,40,19,9859,3,2,4,15,2,27.7,4.4,Finance,Senior,Other,Male,Married,1
503,37,26,6093,3,45,78,18,5,9.9,6.2,Operations,Mid,PhD,Female,Single,0
504,26,17,4431,3,11,49,13,5,2.2,1.8,Risk,Lead,Bachelors,Non-binary,Married,0
505,56,14,6126,4,8,3,5,2,29.8,4.2,Audit,Senior,Masters,Female,Single,1
506,33,18,7446,3,3,50,1,5,26.1,4.7,Compliance,Mid,Bachelors,Non-binary,Divorced,0
507,46,22,6185,5,0,51,18,5,14.0,8.5,Compliance,Mid,Other,Male,Divorced,0
508,42,23,2500,3,0,38,14,4,20.0,5.6,Audit,Junior,Masters,Female,Divorced,0
509,57,11,10691,5,6,7,5,4,20.1,7.6,Finance,Senior,Masters,Female,Divorced,0
510,44,12,11824,2,11,44,6,1,5.8,1.2,Investment Banking,Lead,Bachelors,Non-binary,Divorced,1
511,37,21,9954,4,6,27,16,0,6.0,5.2,Investment Banking,Junior,Masters,Non-binary,Single,0
512,60,10,4586,5,14,26,12,1,14.1,9.1,Treasury,Lead,Bachelors,Non-binary,Single,0
513,60,4,7395,3,0,64,18,1,27.3,3.0,Audit,Junior,PhD,Male,Married,0
514,35,28,7980,5,3,33,2,4,0.3,1.3,Compliance,Mid,Other,Female,Single,0
515,52,0,9796,3,2,61,13,1,23.5,4.9,Finance,Junior,Bachelors,Non-binary,Married,0
516,26,23,10005,5,4,61,17,4,1.7,7.3,Investment Banking,Junior,Other,Non-binary,Divorced,0
517,56,2,5797,4,0,37,17,3,14.3,5.1,Finance,Junior,Masters,Female,Single,0
518,44,21,8245,3,24,25,16,1,19.1,5.1,Investment Banking,Senior,Other,Male,Single,0
519,50,18,9371,3,2,23,18,7,20.6,7.0,Risk,Junior,Other,Female,Divorced,0
520,32,22,12367,3,20,38,8,2,1.8,3.3,Finance,Mid,Other,Non-binary,Divorced,1
521,39,28,10113,2,4,20,3,7,12.6,7.8,Operations,Lead,Masters,Female,Divorced,0
522,33,29,10367,2,33,46,17,3,17.5,2.4,Compliance,Senior,PhD,Non-binary,Married,1
523,30,6,8251,2,6,47,18,4,2.0,4.6,Operations,Mid,PhD,Non-binary,Married,1
524,31,11,12231,3,21,12,6,3,4.1,6.9,Investment Banking,Senior,PhD,Female,Single,0
525,38,14,9229,4,0,2,8,3,19.9,8.5,Finance,Lead,Bachelors,Female,Divorced,0
526,59,24,5416,2,11,31,13,2,15.6,8.1,Finance,Lead,Bachelors,Male,Single,0
527,28,4,12210,2,18,34,8,3,4.9,7.5,Operations,Lead,Masters,Non-binary,Divorced,1
528,34,14,10093,4,1,18,19,3,16.1,4.2,Risk,Senior,PhD,Non-binary,Divorced,0
529,61,7,6670,3,0,13,6,4,27.4,2.1,Finance,Senior,Other,Non-binary,Divorced,1
530,30,9,6561,2,4,47,15,2,0.5,3.0,Operations,Lead,PhD,Non-binary,Divorced,1
531,48,25,8889,3,21,67,10,1,19.3,8.8,Operations,Lead,Bachelors,Non-binary,Divorced,0
532,23,15,9389,5,6,44,17,3,2.2,8.7,Compliance,Mid,Masters,Female,Married,0
533,26,7,8591,4,5,18,1,5,0.2,9.6,Risk,Lead,PhD,Non-binary,Single,0
534,50,0,8933,3,1,63,7,5,4.5,1.7,Treasury,Junior,Bachelors,Female,Divorced,1
535,58,11,13099,4,0,65,13,1,12.7,5.8,Operations,Senior,Bachelors,Male,Married,0
536,59,4,11214,4,13,78,3,1,24.1,6.8,Compliance,Mid,Other,Non-binary,Married,0
537,40,2,8571,4,0,65,19,5,8.5,7.4,Treasury,Senior,PhD,Male,Divorced,0
538,29,0,10823,4,8,74,15,2,18.8,6.8,Compliance,Lead,Other,Female,Divorced,0
539,22,3,4902,4,19,44,5,9,12.3,7.9,Compliance,Junior,PhD,Female,Married,0
540,43,7,9193,3,1,73,11,1,7.0,4.2,Audit,Lead,Masters,Male,Divorced,1
541,38,2,13427,1,8,66,18,5,15.4,2.6,Risk,Senior,PhD,Non-binary,Married,1
542,28,9,7345,3,0,68,3,7,23.9,2.8,Finance,Mid,Other,Female,Divorced,0
543,46,1,5457,5,7,2,6,4,25.0,1.1,Risk,Senior,Other,Female,Married,0
544,25,10,6043,4,1,37,3,4,25.4,4.2,Treasury,Mid,Bachelors,Female,Divorced,1
545,57,24,4731,4,10,76,5,2,10.2,1.8,Audit,Junior,PhD,Female,Married,1
546,27,9,5645,5,2,41,9,5,23.8,3.9,Risk,Lead,PhD,Female,Single,0
547,52,20,6888,3,4,39,19,4,6.4,6.7,Finance,Lead,Masters,Female,Divorced,0
548,40,13,3783,4,7,49,13,7,22.2,9.1,Risk,Junior,Bachelors,Male,Divorced,0
549,60,6,8046,4,1,34,6,3,28.5,8.6,Risk,Senior,Other,Non-binary,Married,0
550,48,26,10706,5,10,23,11,5,0.4,3.3,Risk,Junior,PhD,Non-binary,Divorced,1
551,31,26,5276,5,2,16,14,5,13.2,2.2,Operations,Lead,Bachelors,Non-binary,Single,1
552,47,1,12557,4,8,39,6,2,19.4,2.7,Operations,Mid,Masters,Non-binary,Single,1
553,40,8,9532,3,1,73,6,4,21.1,9.7,Risk,Lead,Bachelors,Male,Married,0
554,60,15,11091,4,9,65,17,2,5.3,5.9,Finance,Senior,PhD,Male,Married,0
555,24,12,6026,2,1,43,11,4,29.2,2.6,Investment Banking,Mid,PhD,Non-binary,Divorced,1
556,34,8,10563,4,4,22,15,0,18.5,8.6,Finance,Senior,Masters,Female,Married,0
557,49,19,4724,5,2,5,9,3,4.9,4.6,Finance,Lead,Masters,Non-binary,Single,1
558,41,3,10670,3,11,65,17,5,0.6,9.1,Finance,Lead,Masters,Female,Single,0
